Hostname,Name,Description,Serial Number
BM-1F,StackPort3/2,StackPort3/2,LCC2616GL1J
BM-1F,StackAdapter3/1,StackAdapter3/1,FOC261484B5
BM-1F,StackAdapter3/2,StackAdapter3/2,FOC26110N75
BM-1F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620BAUA
BM-1F,Switch 4,C9300L-48T-4X,FOC2626YCUV
BM-1F,StackPort4/1,StackPort4/1,LCC2616GL1J
BM-1F,StackPort4/2,StackPort4/2,LCC2616GL09
BM-1F,StackAdapter4/1,StackAdapter4/1,FOC26205791
BM-1F,StackAdapter4/2,StackAdapter4/2,FOC2620578Z
BM-1F,Switch 4 - Power Supply A,Switch 4 - Power Supply A,DCC2620B9P4
BM-1F,Te4/1/1,SFP-10GBase-LR,OPM26021UAP
BM-2F,c93xxL Stack,c93xxL Stack,FOC2626YHMR
BM-2F,Switch 1,C9300L-24P-4X,FOC2630Y4NN
BM-2F,StackPort1/1,StackPort1/1,LCC2607GHWK
BM-2F,StackPort1/2,StackPort1/2,LCC2616GL29
BM-2F,StackAdapter1/1,StackAdapter1/1,FOC26247KWS
BM-2F,StackAdapter1/2,StackAdapter1/2,FOC26247LX6
BM-2F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGVH
BM-2F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C9A8
BM-2F,Te1/1/1,SFP-10GBase-LR,OPM26021UEN
BM-2F,Switch 2,C9300L-48T-4X,FOC2626YHMR
BM-2F,StackPort2/1,StackPort2/1,LCC2616GL29
BM-2F,StackPort2/2,StackPort2/2,LCC2608G1JH
BM-2F,StackAdapter2/1,StackAdapter2/1,FOC26205DV2
BM-2F,StackAdapter2/2,StackAdapter2/2,FOC26205DUS
BM-2F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BATR
BM-2F,Switch 3,C9300L-48T-4X,FOC2626YHPW
BM-2F,StackPort3/1,StackPort3/1,LCC2616GL2D
BM-2F,StackPort3/2,StackPort3/2,LCC2607GHWK
BM-2F,StackAdapter3/1,StackAdapter3/1,FOC26205DVD
BM-2F,StackAdapter3/2,StackAdapter3/2,FOC262057XF
BM-2F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620BATW
BM-2F,Switch 4,C9300L-48T-4X,FOC2626YEDP
BM-2F,StackPort4/1,StackPort4/1,LCC2608G1JH
BM-2F,StackPort4/2,StackPort4/2,LCC2616GL2D
BM-2F,StackAdapter4/1,StackAdapter4/1,FOC261484JM
BM-2F,StackAdapter4/2,StackAdapter4/2,FOC26110PCT
BM-2F,Switch 4 - Power Supply A,Switch 4 - Power Supply A,DCC2620B9NK
BM-2F,Te4/1/2,SFP-10GBase-LR,OPM26021T8X
BM-3F,c93xxL Stack,c93xxL Stack,FOC2626YCX0
BM-3F,Switch 1,C9300L-24P-4X,FOC2630Y1JA
BM-3F,StackPort1/1,StackPort1/1,LCC2616GL2H
BM-3F,StackPort1/2,StackPort1/2,LCC2616GJET
BM-3F,StackAdapter1/1,StackAdapter1/1,FOC26241S8B
BM-3F,StackAdapter1/2,StackAdapter1/2,FOC262860ZF
BM-3F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C12V
BM-3F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C12U
BM-3F,Te1/1/1,SFP-10GBase-LR,OPM26021UHM
BM-3F,Switch 2,C9300L-48T-4X,FOC2626YCX0
BM-3F,StackPort2/1,StackPort2/1,LCC2608GE6R
BM-3F,StackPort2/2,StackPort2/2,LCC2616GL2H
BM-3F,StackAdapter2/1,StackAdapter2/1,FOC26205DVN
BM-3F,StackAdapter2/2,StackAdapter2/2,FOC26205B9J
BM-3F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620B9P8
BM-3F,Switch 3,C9300L-48T-4X,FOC2626YEQ4
BM-3F,StackPort3/1,StackPort3/1,LCC2616GJET
BM-3F,StackPort3/2,StackPort3/2,LCC2616GL24
BM-3F,StackAdapter3/1,StackAdapter3/1,FOC262057XL
BM-3F,StackAdapter3/2,StackAdapter3/2,FOC262056B4
BM-3F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9P7
BM-3F,Switch 4,C9300L-48T-4X,FOC2626YEKC
BM-3F,StackPort4/1,StackPort4/1,LCC2616GL24
BM-3F,StackPort4/2,StackPort4/2,LCC2608GE6R
BM-3F,StackAdapter4/1,StackAdapter4/1,FOC26190BSD
BM-3F,StackAdapter4/2,StackAdapter4/2,FOC262057E4
BM-3F,Switch 4 - Power Supply A,Switch 4 - Power Supply A,DCC2620B9NZ
BM-3F,Te4/1/1,SFP-10GBase-LR,OPM26021UH6
BM-GF,c93xxL Stack,c93xxL Stack,FOC2626YHPY
BM-GF,Switch 1,C9300L-24P-4X,FOC2629YM07
BM-GF,StackPort1/1,StackPort1/1,LCC2616GL2J
BM-GF,StackPort1/2,StackPort1/2,LCC2616GL1H
BM-GF,StackAdapter1/1,StackAdapter1/1,FOC26260RF6
BM-GF,StackAdapter1/2,StackAdapter1/2,FOC26260RK1
BM-GF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2629CGZQ
BM-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2629CGZW
BM-GF,Te1/1/1,SFP-10GBase-LR,OPM26021UJ0
BM-GF,Switch 2,C9300L-48T-4X,FOC2626YHPY
BM-GF,StackPort2/1,StackPort2/1,LCC2616GL1X
BM-GF,StackPort2/2,StackPort2/2,LCC2616GL2J
BM-GF,StackAdapter2/1,StackAdapter2/1,FOC262057BF
BM-GF,StackAdapter2/2,StackAdapter2/2,FOC26205656
BM-GF,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BATG
BM-GF,Switch 3,C9300L-48T-4X,FOC2626YHXA
BM-GF,StackPort3/1,StackPort3/1,LCC2616GL1H
BM-GF,StackPort3/2,StackPort3/2,LCC2616GL1X
BM-GF,StackAdapter3/1,StackAdapter3/1,FOC262057EL
BM-GF,StackAdapter3/2,StackAdapter3/2,FOC26205790
BM-GF,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620BATY
BM-GF,Te3/1/1,SFP-10GBase-LR,OPM26021T9S
BT-1F,c93xxL Stack,c93xxL Stack,FOC2626YHX5
BT-1F,Switch 1,C9300L-48T-4X,FOC2626YHX5
BT-1F,StackPort1/1,StackPort1/1,LCC2551G0PC
BT-1F,StackPort1/2,StackPort1/2,LCC2551G0U7
BT-1F,StackAdapter1/1,StackAdapter1/1,FOC262057BH
BT-1F,StackAdapter1/2,StackAdapter1/2,FOC26205B9N
BT-1F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620BATV
BT-1F,Te1/1/1,SFP-10GBase-LR,OPM26021UEZ
BT-1F,Switch 2,C9300L-24P-4X,FOC2630Y43S
BT-1F,StackPort2/1,StackPort2/1,LCC2551G0U7
BT-1F,StackPort2/2,StackPort2/2,LCC2551G0UK
BT-1F,StackAdapter2/1,StackAdapter2/1,FOC26213TW4
BT-1F,StackAdapter2/2,StackAdapter2/2,FOC26226K2F
BT-1F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628C7QG
BT-1F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C7QC
BT-1F,Te2/1/1,SFP-10GBase-LR,OPM26021T9B
BT-1F,Switch 3,C9300L-48T-4X,FOC2626YJN4
BT-1F,StackPort3/1,StackPort3/1,LCC2551G0UK
BT-1F,StackPort3/2,StackPort3/2,LCC2551G0PC
BT-1F,StackAdapter3/1,StackAdapter3/1,FOC2620565A
BT-1F,StackAdapter3/2,StackAdapter3/2,FOC262057BC
BT-1F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9P0
BT-2F,c93xxL Stack,c93xxL Stack,FOC2626YJER
BT-2F,Switch 1,C9300L-24P-4X,FOC2630Y19S
BT-2F,StackPort1/1,StackPort1/1,LCC2616GL25
BT-2F,StackPort1/2,StackPort1/2,LCC2616GL89
BT-2F,StackAdapter1/1,StackAdapter1/1,FOC26260S1P
BT-2F,StackAdapter1/2,StackAdapter1/2,FOC26260S1M
BT-2F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7NR
BT-2F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7QF
BT-2F,Te1/1/1,SFP-10GBase-LR,YF202308091405
BT-2F,Switch 2,C9300L-48T-4X,FOC2626YJER
BT-2F,StackPort2/1,StackPort2/1,LCC2551G0RF
BT-2F,StackAdapter2/1,StackAdapter2/1,FOC262058N9
BT-2F,StackAdapter2/2,StackAdapter2/2,FOC2620548X
BT-2F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620B9UQ
BT-2F,Switch 3,C9300L-48T-4X,FOC2626YECB
BT-2F,StackPort3/1,StackPort3/1,LCC2616GL89
BT-2F,StackPort3/2,StackPort3/2,LCC2551G0RF
BT-2F,StackAdapter3/1,StackAdapter3/1,FOC26205DVL
BT-2F,StackAdapter3/2,StackAdapter3/2,FOC26205655
BT-2F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9S7
BT-2F,Te3/1/1,SFP-10GBase-LR,YF202308091384
BT-3F,c93xxL Stack,c93xxL Stack,FOC2626YHM5
BT-3F,Switch 1,C9300L-24P-4X,FOC2630Y2JE
BT-3F,StackPort1/1,StackPort1/1,LCC2551G0TU
BT-3F,StackPort1/2,StackPort1/2,LCC2525HG42
BT-3F,StackAdapter1/1,StackAdapter1/1,FOC26286316
BT-3F,StackAdapter1/2,StackAdapter1/2,FOC26226F6C
BT-3F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C19G
BT-3F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C19J
BT-3F,Te1/1/1,SFP-10GBase-LR,YF202308091467
BT-3F,Switch 2,C9300L-48T-4X,FOC2626YHM5
BT-3F,StackPort2/1,StackPort2/1,LCC2525HG42
BT-3F,StackPort2/2,StackPort2/2,LCC2616GL1Q
BT-3F,StackAdapter2/1,StackAdapter2/1,FOC261484G2
BT-3F,StackAdapter2/2,StackAdapter2/2,FOC261485G9
BT-3F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BATM
BT-3F,Switch 3,C9300L-48T-4X,FOC2626YCYM
BT-3F,StackPort3/1,StackPort3/1,LCC2616GL1Q
BT-3F,StackPort3/2,StackPort3/2,LCC2551G0TU
BT-3F,StackAdapter3/1,StackAdapter3/1,FOC2620564T
BT-3F,StackAdapter3/2,StackAdapter3/2,FOC26205DW1
BT-3F,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9NY
BT-3F,Te3/1/1,SFP-10GBase-LR,YF202308091361
BT-Dist-SW,c95xx Stack,c95xx Stack,FOC2643YJT9
BT-Dist-SW,Switch 1,C9500-16X,FOC2643YJT9
BT-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2603M48A
BT-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2603M45X
BT-Dist-SW,Te1/0/1,SFP-10GBase-LR,YF202308091369
BT-Dist-SW,Te1/0/2,SFP-10GBase-LR,YF202308091477
BT-Dist-SW,Te1/0/3,SFP-10GBase-LR,YF202308091302
BT-Dist-SW,Te1/0/4,SFP-10GBase-LR,YF202308091366
BT-Dist-SW,Te1/0/5,SFP-10GBase-LR,YF202308091474
BT-Dist-SW,Te1/0/6,SFP-10GBase-LR,OPM26021T90
BT-Dist-SW,Te1/0/7,SFP-10GBase-LR,OPM26021UJ7
BT-Dist-SW,Te1/0/8,SFP-10GBase-LR,OPM26021UB6
BT-Dist-SW,Te1/0/9,SFP-10GBase-LR,OPM26021UJN
BT-Dist-SW,Te1/0/13,SFP-10GBase-LR,FNS261700Q6
BT-Dist-SW,Te1/0/14,SFP-10GBase-LR,FNS261700Q6
BT-Dist-SW,Te1/0/15,SFP-10GBase-LR,FNS261700Q6
BT-Dist-SW,Te1/0/16,SFP-10GBase-LR,SY2312-WKBC20509
BT-Dist-SW,Switch 2,C9500-16X,FOC2650YG3J
BT-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2603M48S
BT-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2603M48F
BT-Dist-SW,Te2/0/1,SFP-10GBase-LR,YF202308091429
BT-Dist-SW,Te2/0/2,SFP-10GBase-LR,YF202308091411
BT-Dist-SW,Te2/0/3,SFP-10GBase-LR,YF202308091422
BT-Dist-SW,Te2/0/4,SFP-10GBase-LR,YF202308091311
BT-Dist-SW,Te2/0/5,SFP-10GBase-LR,YF202308091326
BT-Dist-SW,Te2/0/6,SFP-10GBase-LR,OPM26021UBR
BT-Dist-SW,Te2/0/7,SFP-10GBase-LR,OPM26021UHZ
BT-Dist-SW,Te2/0/8,SFP-10GBase-LR,OPM26021U9T
BT-Dist-SW,Te2/0/9,SFP-10GBase-LR,OPM26021UAG
BT-Dist-SW,Te2/0/13,SFP-10GBase-LR,YF202308091420
BT-Dist-SW,Te2/0/14,SFP-10GBase-LR,ACW261409PP
BT-Dist-SW,Te2/0/15,SFP-10GBase-LR,YF202308091351
BT-GF,c93xxL Stack,c93xxL Stack,FOC2626YEC7
BT-GF,Switch 1,C9300L-24P-4X,FOC2630Y0WV
BT-GF,StackPort1/1,StackPort1/1,LCC2616GL28
BT-GF,StackPort1/2,StackPort1/2,LCC2616GL1L
BT-GF,StackAdapter1/1,StackAdapter1/1,FOC26260LFY
BT-GF,StackAdapter1/2,StackAdapter1/2,FOC26260LFU
BT-GF,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7SV
BT-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7PD
BT-GF,Te1/1/1,SFP-10GBase-LR,YF202212160190
BT-GF,Switch 2,C9300L-48T-4X,FOC2626YEC7
BT-GF,StackPort2/1,StackPort2/1,LCC2616GL1K
BT-GF,StackPort2/2,StackPort2/2,LCC2616GL28
BT-GF,StackAdapter2/1,StackAdapter2/1,FOC26205DUX
BT-GF,StackAdapter2/2,StackAdapter2/2,FOC262057AY
BT-GF,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620B9NL
BT-GF,Te2/1/1,SFP-10GBase-LR,YF202308091488
BT-GF,Switch 3,C9300L-48T-4X,FOC2626YENJ
BT-GF,StackPort3/1,StackPort3/1,LCC2525HG3T
BT-GF,StackPort3/2,StackPort3/2,LCC2616GL1K
BT-GF,StackAdapter3/1,StackAdapter3/1,FOC26205DVT
BT-GF,StackAdapter3/2,StackAdapter3/2,FOC26205DVV
BT-GF,Switch 3 - Power Supply A,Switch 3 - Power Supply A,DCC2620B9NU
BT-GF,Switch 4,C9300L-48T-4X,FOC2626YHY8
BT-GF,StackPort4/1,StackPort4/1,LCC2616GL1L
BT-GF,StackPort4/2,StackPort4/2,LCC2525HG3T
BT-GF,StackAdapter4/1,StackAdapter4/1,FOC2614838N
BT-GF,StackAdapter4/2,StackAdapter4/2,FOC261486VH
BT-GF,Switch 4 - Power Supply A,Switch 4 - Power Supply A,DCC2620B7PU
BTBM-4F,c93xxL Stack,c93xxL Stack,FOC2626YHY7
BTBM-4F,Switch 1,C9300L-24P-4X,FOC2630Y4EY
BTBM-4F,StackPort1/1,StackPort1/1,LCC2616GL2A
BTBM-4F,StackPort1/2,StackPort1/2,LCC2616GL2E
BTBM-4F,StackAdapter1/1,StackAdapter1/1,FOC26247JY4
BTBM-4F,StackAdapter1/2,StackAdapter1/2,FOC26247FX7
BTBM-4F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2628C7Z3
BTBM-4F,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2628C7YW
BTBM-4F,Te1/1/1,SFP-10GBase-LR,YF202308091339
BTBM-4F,Switch 2,C9300L-48T-4X,FOC2626YHY7
BTBM-4F,StackPort2/1,StackPort2/1,LCC2616GL2E
BTBM-4F,StackPort2/2,StackPort2/2,LCC2616GL2A
BTBM-4F,StackAdapter2/1,StackAdapter2/1,FOC26148395
BTBM-4F,StackAdapter2/2,StackAdapter2/2,FOC261485G7
BTBM-4F,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2620BATS
BTBM-4F,Te2/1/1,SFP-10GBase-LR,YF202308091462
CAMPUS-SCHOOL-2F,c93xxL Stack,c93xxL Stack,FOC2626YEMB
CAMPUS-SCHOOL-2F,Switch 1,C9300L-48T-4X,FOC2626YEMB
CAMPUS-SCHOOL-2F,StackPort1/1,StackPort1/1,LCC2550HCFU
CAMPUS-SCHOOL-2F,StackPort1/2,StackPort1/2,LCC2616GL1V
CAMPUS-SCHOOL-2F,StackAdapter1/1,StackAdapter1/1,FOC2620572T
CAMPUS-SCHOOL-2F,StackAdapter1/2,StackAdapter1/2,FOC262056AT
CAMPUS-SCHOOL-2F,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCC2620B9NS
CAMPUS-SCHOOL-2F,Te1/1/1,SFP-10GBase-LR,OPM26021T9M
CAMPUS-SCHOOL-2F,Switch 2,C9300L-24T-4X,FOC2651YCYT
CAMPUS-SCHOOL-2F,StackPort2/1,StackPort2/1,LCC2616GL1V
CAMPUS-SCHOOL-2F,StackPort2/2,StackPort2/2,LCC2550HCFU
CAMPUS-SCHOOL-2F,StackAdapter2/1,StackAdapter2/1,FOC26397CMN
CAMPUS-SCHOOL-2F,StackAdapter2/2,StackAdapter2/2,FOC26462STP
CAMPUS-SCHOOL-2F,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2650B1EJ
CAMPUS-SCHOOL-2F,Te2/1/1,SFP-10GBase-LR,OPM26021UBA
CAMPUS-SCHOOL-GF,c93xxL Stack,c93xxL Stack,FOC2651YD18
CAMPUS-SCHOOL-GF,Switch 1,C9300L-24T-4X,FOC2651YD18
CAMPUS-SCHOOL-GF,StackPort1/1,StackPort1/1,LCC2638HN15
CAMPUS-SCHOOL-GF,StackPort1/2,StackPort1/2,LCC2642GCHC
CAMPUS-SCHOOL-GF,StackAdapter1/1,StackAdapter1/1,FOC26449HT6
CAMPUS-SCHOOL-GF,StackAdapter1/2,StackAdapter1/2,FOC2645003J
CAMPUS-SCHOOL-GF,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2650B1EL
CAMPUS-SCHOOL-GF,Te1/1/1,SFP-10GBase-LR,OPM26021T8Y
CAMPUS-SCHOOL-GF,Switch 2,C9300L-48T-4X,FOC2650YQ4W
CAMPUS-SCHOOL-GF,StackPort2/1,StackPort2/1,LCC2642GCHC
CAMPUS-SCHOOL-GF,StackPort2/2,StackPort2/2,LCC2638HN15
CAMPUS-SCHOOL-GF,StackAdapter2/1,StackAdapter2/1,FOC263460BY
CAMPUS-SCHOOL-GF,StackAdapter2/2,StackAdapter2/2,FOC26346075
CAMPUS-SCHOOL-GF,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2651B0K4
CAMPUS-SCHOOL-GF,Te2/1/1,SFP-10GBase-LR,FNS26030BUC
CC-Dist-SW,c95xx Stack,c95xx Stack,FJC26441BH2
CC-Dist-SW,Switch 1,C9500-16X,FJC26441BH2
CC-Dist-SW,Switch 1 - Power Supply A,Switch 1 - Power Supply A,DCI2613M3SA
CC-Dist-SW,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCI2613M3SD
CC-Dist-SW,Te1/0/1,SFP-10GBase-LR,OPM26021RUU
CC-Dist-SW,Te1/0/2,SFP-10GBase-LR,OPM26021S06
CC-Dist-SW,Te1/0/3,SFP-10GBase-LR,OPM26021RX2
CC-Dist-SW,Te1/0/4,SFP-10GBase-LR,OPM26021RUR
CC-Dist-SW,Te1/0/5,SFP-10GBase-LR,OPM26021RXQ
CC-Dist-SW,Te1/0/6,SFP-10GBase-LR,OPM26021RSH
CC-Dist-SW,Te1/0/7,SFP-10GBase-LR,OPM26021RYS
CC-Dist-SW,Te1/0/8,SFP-10GBase-LR,OPM26021RUZ
CC-Dist-SW,Te1/0/9,SFP-10GBase-LR,OPM26021RT8
CC-Dist-SW,Te1/0/10,SFP-10GBase-LR,OPM26021RTR
CC-Dist-SW,Te1/0/11,SFP-10GBase-LR,OPM26021RT3
CC-Dist-SW,Te1/0/13,SFP-10GBase-CX1,MPH2614A030
CC-Dist-SW,Te1/0/14,SFP-10GBase-CX1,MPH2614A00C
CC-Dist-SW,Te1/0/15,SFP-10GBase-LR,OPM26150Z8N
CC-Dist-SW,Te1/0/16,SFP-10GBase-LR,OPM26021RTU
CC-Dist-SW,Switch 2,C9500-16X,FJC265115M4
CC-Dist-SW,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCI2613M3PZ
CC-Dist-SW,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCI2613M3P5
CC-Dist-SW,Te2/0/1,SFP-10GBase-LR,OPM26021S1Q
CC-Dist-SW,Te2/0/2,SFP-10GBase-LR,OPM26021RZ3
CC-Dist-SW,Te2/0/3,SFP-10GBase-LR,OPM26021S09
CC-Dist-SW,Te2/0/4,SFP-10GBase-LR,OPM26021RSP
CC-Dist-SW,Te2/0/5,SFP-10GBase-LR,OPM26021RYL
CC-Dist-SW,Te2/0/6,SFP-10GBase-LR,OPM26021S1T
CC-Dist-SW,Te2/0/7,SFP-10GBase-LR,OPM26021RX6
CC-Dist-SW,Te2/0/8,SFP-10GBase-LR,OPM26021RRY
CC-Dist-SW,Te2/0/9,SFP-10GBase-LR,OPM26021S1Y
CC-Dist-SW,Te2/0/10,SFP-10GBase-LR,OPM26021RT5
CC-Dist-SW,Te2/0/11,SFP-10GBase-LR,OPM26150Z8Z
CC-Dist-SW,Te2/0/13,SFP-10GBase-CX1,MPH2614A030
CC-Dist-SW,Te2/0/14,SFP-10GBase-CX1,MPH2614A00C
CC-Dist-SW,Te2/0/15,SFP-10GBase-LR,OPM26150Z8R
CC-Dist-SW,Te2/0/16,SFP-10GBase-LR,OPM26150Z93
CC-R1-00,c93xxL Stack,c93xxL Stack,FOC2644Y6BL
CC-R1-00,Switch 1,C9300L-24P-4X,FOC2644Y6BL
CC-R1-00,StackAdapter1/1,StackAdapter1/1,FOC26297Q1T
CC-R1-00,StackAdapter1/2,StackAdapter1/2,FOC26297PEW
CC-R1-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8QK
CC-R1-00,Te1/1/1,SFP-10GBase-LR,OPM26150Z98
CC-R1-00,Te1/1/2,SFP-10GBase-LR,OPM26150Z8L
CC-R1-02,c93xxL Stack,c93xxL Stack,FOC2644Y6BS
CC-R1-02,Switch 1,C9300L-24P-4X,FOC2644Y6BS
CC-R1-02,StackAdapter1/1,StackAdapter1/1,FOC26397A9X
CC-R1-02,StackAdapter1/2,StackAdapter1/2,FOC26297Q2Q
CC-R1-02,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8MK
CC-R1-02,Te1/1/1,SFP-10GBase-LR,OPM26160L1K
CC-R1-02,Te1/1/2,SFP-10GBase-LR,OPM26160KY9
CC-R2-00,c93xxL Stack,c93xxL Stack,FOC2644Y6AX
CC-R2-00,Switch 1,C9300L-24P-4X,FOC2644Y6AX
CC-R2-00,StackAdapter1/1,StackAdapter1/1,FOC26297R82
CC-R2-00,StackAdapter1/2,StackAdapter1/2,FOC26297LT0
CC-R2-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C08Y
CC-R2-00,Te1/1/1,SFP-10GBase-LR,OPM26021RUS
CC-R2-00,Te1/1/2,SFP-10GBase-LR,OPM26021RSL
CC-R2-02,c93xxL Stack,c93xxL Stack,FOC2644Y6BW
CC-R2-02,Switch 1,C9300L-24P-4X,FOC2644Y6BW
CC-R2-02,StackAdapter1/1,StackAdapter1/1,FOC26297Q2J
CC-R2-02,StackAdapter1/2,StackAdapter1/2,FOC2629775H
CC-R2-02,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8R9
CC-R2-02,Te1/1/1,SFP-10GBase-LR,OPM26021S03
CC-R2-02,Te1/1/2,SFP-10GBase-LR,OPM26021RX0
CC-R3-00,c93xxL Stack,c93xxL Stack,FOC2644Y9G6
CC-R3-00,Switch 1,C9300L-24P-4X,FOC2644Y9G6
CC-R3-00,StackPort1/1,StackPort1/1,LCC2551G0RC
CC-R3-00,StackPort1/2,StackPort1/2,LCC2638HHEH
CC-R3-00,StackAdapter1/1,StackAdapter1/1,FOC263972Z6
CC-R3-00,StackAdapter1/2,StackAdapter1/2,FOC2639736E
CC-R3-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C98Y
CC-R3-00,Te1/1/1,SFP-10GBase-LR,OPM26150ZF9
CC-R3-00,Switch 2,C9300L-24P-4X,FOC2630Y36X
CC-R3-00,StackPort2/1,StackPort2/1,LCC2638HHEH
CC-R3-00,StackPort2/2,StackPort2/2,LCC2551G0RC
CC-R3-00,StackAdapter2/1,StackAdapter2/1,FOC26247JY9
CC-R3-00,StackAdapter2/2,StackAdapter2/2,FOC26247JY2
CC-R3-00,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2628C7YK
CC-R3-00,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2628C98H
CC-R3-00,Te2/1/1,SFP-10GBase-LR,OPM26150Z96
CC-R3-02,c93xxL Stack,c93xxL Stack,FOC2644Y91S
CC-R3-02,Switch 1,C9300L-24P-4X,FOC2644Y91S
CC-R3-02,StackAdapter1/1,StackAdapter1/1,FOC26397CSB
CC-R3-02,StackAdapter1/2,StackAdapter1/2,FOC26397CUX
CC-R3-02,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8WD
CC-R3-02,Te1/1/1,SFP-10GBase-LR,OPM26021RTB
CC-R3-02,Te1/1/2,SFP-10GBase-LR,OPM26021RU2
CC-R4-00,c93xxL Stack,c93xxL Stack,FOC2644Y6PK
CC-R4-00,Switch 1,C9300L-24P-4X,FOC2644Y6PK
CC-R4-00,StackPort1/1,StackPort1/1,LCC2551G0UN
CC-R4-00,StackPort1/2,StackPort1/2,LCC2638HHF9
CC-R4-00,StackAdapter1/1,StackAdapter1/1,FOC26397AQE
CC-R4-00,StackAdapter1/2,StackAdapter1/2,FOC26397ADZ
CC-R4-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8HX
CC-R4-00,Te1/1/1,SFP-10GBase-LR,OPM26021RXY
CC-R4-00,Switch 2,C9300L-24P-4X,FOC2630Y2XJ
CC-R4-00,StackPort2/1,StackPort2/1,LCC2638HHF9
CC-R4-00,StackPort2/2,StackPort2/2,LCC2551G0UN
CC-R4-00,StackAdapter2/1,StackAdapter2/1,FOC26247JJA
CC-R4-00,StackAdapter2/2,StackAdapter2/2,FOC26260GRX
CC-R4-00,Switch 2 - Power Supply A,Switch 2 - Power Supply A,DCC2629CGTX
CC-R4-00,Switch 2 - Power Supply B,Switch 2 - Power Supply B,DCC2629CGUK
CC-R4-00,Te2/1/1,SFP-10GBase-LR,OPM26021S1S
CC-R5-00,c93xxL Stack,c93xxL Stack,FOC2644Y91N
CC-R5-00,Switch 1,C9300L-24P-4X,FOC2644Y91N
CC-R5-00,StackAdapter1/1,StackAdapter1/1,FOC26397313
CC-R5-00,StackAdapter1/2,StackAdapter1/2,FOC26397A2M
CC-R5-00,Switch 1 - Power Supply B,Switch 1 - Power Supply B,DCC2640C8Z4
CC-R5-00,Te1/1/1,SFP-10GBase-LR,OPM26160UZA
CC-R5-00,Te1/1/2,SFP-10GBase-LR,OPM26160F02
CC-R6-00,c93xxL Stack,c93xxL Stack,FOC2644Y7A9
CC-R6-00,Switch 1,C9300L-24P-4X,FOC2644Y7A9
